,poet,feature,importance
0,18,بعشق,0.008355379034011092
1,18,میکند,0.005733300030942455
2,18,بحق,0.004712727057725472
3,18,میرود,0.00382125236351051
4,18,بغم,0.00376118051077669
5,18,نهٔ,0.0035955236355266055
6,18,میرسد,0.0031385547285557457
7,18,باشد,0.003017308182986912
8,18,میخواهد,0.0029852221788496365
9,18,جهانرا,0.002953855849767975
10,18,میکشم,0.0028549915489530864
11,18,بکام,0.002664578303589924
12,18,عاشقانرا,0.002652741141244859
13,18,بدوست,0.0026198673709957516
14,18,وا,0.0024371386133146817
15,18,زحق,0.0024264743208553398
16,18,گفت‌وگوی,0.002382006613350857
17,18,درّ,0.0023789911474788794
18,18,آنکسکه,0.002191020907272982
19,18,میتوان,0.002169228857613383
20,18,میخورد,0.0020611781355912976
21,18,جانرا,0.0018730478544509623
22,18,بمو,0.0018296474394883307
23,18,میسازد,0.0018159499539710426
24,18,معارف,0.001786933595001066
25,18,یکنظر,0.001766537970759515
26,18,رأی,0.0017431907857379447
27,18,بقیامت,0.0017405546970399508
28,18,بنو,0.0017164837935411525
29,18,بآب,0.0017120598137129273
30,18,آنشب,0.0017026193684227771
31,18,فیضست,0.0016686494414311797
32,18,بآه,0.0016414936510718398
33,18,برهت,0.0016280811724483466
34,18,میباش,0.0016097451001550122
35,18,العیاذ,0.0016004351571271105
36,18,بقهر,0.0016000081407173264
37,18,مدعائی,0.001576846361581275
38,18,نمیخواهد,0.0015741698451652954
39,18,بوصل,0.0015605969111142845
40,18,یکجرعه,0.0014848748807336576
41,18,میگشاید,0.0014521264226335158
42,18,میگفت,0.001441683857678443
43,18,سرّ,0.0014032598134968322
44,18,تقاضا,0.001393534402576663
45,18,آندست,0.0013779601324462431
46,18,بخویش,0.0013671332277005166
47,18,زکس,0.0013628124820109627
48,18,هیهای,0.0013573280176730218
49,18,بیگمان,0.0013397882093490146
50,18,نشأه,0.0013395838945494596
51,18,بکف,0.0013284290868487017
52,18,آندل,0.0013129313577409853
53,18,تلخ,0.0012805829572623225
54,18,زنک,0.0012785112286728207
55,18,زفیض,0.0012712306543643298
56,18,بفیض,0.001269336649083787
57,18,مرک,0.0012406341151733004
58,18,گرفتست,0.001235476371534896
59,18,بیدرمان,0.001234114208666195
60,18,برسوائی,0.0012339276038487042
61,18,زسوز,0.0012335014540262878
62,18,حق,0.0012127172285972638
63,18,بسر,0.001202977921556529
64,18,بصحرا,0.0011814355115197757
65,18,میتواند,0.0011785515469753206
66,18,زسر,0.0011752278405804026
67,18,آنکه,0.0011681703044375946
68,18,میشود,0.0011644195093257008
69,18,چریدن,0.001100683905653283
70,18,حضر,0.0010945946482657342
71,18,گرسنهٔ,0.001093590229677962
72,18,سراپای,0.00108861645982297
73,18,یکذره,0.0010688164142896347
74,18,بسعی,0.0010682413807849666
75,18,بدرگه,0.0010633346193589246
76,18,کتمان,0.0010562489331118654
77,18,دلراست,0.001048069241774789
78,18,بجهان,0.0010378791268392004
79,18,بمهر,0.0010353570602650254
80,18,عبث,0.0010278150793827704
81,18,قیامت,0.0010017454049775546
82,18,هر,0.0010004949420913622
83,18,به,0.0009981062655683842
84,18,اخلاصی,0.0009733436519704815
85,18,سرزنشم,0.0009701729163170253
86,18,پیش,0.0009697817005393149
87,18,بعهد,0.0009584472215340809
88,18,اینجهان,0.0009514204370204538
89,18,گفتگو,0.0009500857029456403
90,18,نماست,0.0009424619594971388
91,18,شکفد,0.0009412352655599824
92,18,عار,0.0009369837492372439
93,18,سحابم,0.0009311010300885797
94,18,زخویشتن,0.0009284276317071508
95,18,بجائی,0.0009227631673230646
96,18,زساغر,0.0009202856305614695
97,18,انابت,0.0009181329141303401
98,18,زتو,0.000916963435709298
99,18,بدریا,0.000915393921905689
100,18,سرپوشی,0.0009150581007338087
101,18,شیدائیست,0.0009137557152145355
102,18,داشته,0.000910466603230929
103,18,بقربان,0.0009092202558050407
104,18,عبرتست,0.0009085358176445759
105,18,غلمان,0.000906920084786773
106,18,نمیشود,0.0009061783929663574
107,18,زدر,0.000900083877922686
108,18,بدن,0.0008935951704344003
109,18,الست,0.0008919147704092429
110,18,گفت‌وگو,0.0008910842621071435
111,18,نیران,0.0008869473816740653
112,18,زیمن,0.0008690914750791311
113,18,مستبین,0.0008675283686835037
114,18,بخاطر,0.0008653479917425577
115,18,حبیبت,0.000856681752293444
116,18,خواص,0.0008538255393851029
117,18,کرمها,0.0008533894016511636
118,18,تبار,0.0008500112061154622
119,18,میجوئی,0.0008485513620455676
120,18,بیخار,0.0008434082835952244
121,18,برخواست,0.0008427131893915447
122,18,شگفته,0.0008392083012499278
123,18,میبایست,0.0008350544638466284
124,18,میزدم,0.0008324978134109369
125,18,بتن,0.0008204611236729459
126,18,قبرم,0.0008195292229016793
127,18,فیضت,0.0008168429941172359
128,18,زشور,0.000815180906511539
