,poet,feature,importance
0,1,آصف,0.006030857372057275
1,1,مستغنیست,0.0031217341885742965
2,1,نصیحتگو,0.002795753520889276
3,1,شکرخواب,0.002601018070661822
4,1,بدرخشید,0.0023868877429520092
5,1,رهگذری,0.0020805457936662
6,1,بازآید,0.002058148733984749
7,1,سالخورده,0.0019279459084240226
8,1,عشوه‌ای,0.0018893207737546375
9,1,میخانه‌ام,0.0018086490469536188
10,1,نهانخانه,0.0017460802636915123
11,1,خوشخوان,0.0017339773564081578
12,1,سرمنزل,0.001733069897707414
13,1,غزل‌های,0.0016979241192634131
14,1,نافه,0.001654611689140118
15,1,ملمع,0.0016013179466239263
16,1,آصفی,0.0015728881062377273
17,1,و,0.0015307699909334585
18,1,کاووس,0.001503559870178502
19,1,عافیتت,0.0014857220812854672
20,1,ز,0.0014855166771623296
21,1,دانست,0.0014382902121848596
22,1,معاشر,0.0013929322988291235
23,1,را,0.0013338502412938611
24,1,به,0.0013176390449417094
25,1,عفاالله,0.0013030392095833745
26,1,در,0.0012665455023422054
27,1,کلاله,0.0012605649044718995
28,1,دمسازم,0.0012445507734118132
29,1,مخور,0.0012420263526809127
30,1,نمی‌خرند,0.0012284912755831457
31,1,فلکت,0.0012194994646245146
32,1,این,0.0012182011739101072
33,1,مطربم,0.0012021286289220978
34,1,می‌اش,0.0011893891303309241
35,1,میرمت,0.001167394279512215
36,1,زهدفروشان,0.0011615170639329283
37,1,بشویید,0.0011577739423992714
38,1,صدارت,0.001156055193891995
39,1,می‌فرمود,0.0011334911678406248
40,1,سمرقندی,0.001125261328634281
41,1,صبرم,0.001097510086264581
42,1,طربخانه,0.0010862345717516761
43,1,بلندبالایی,0.001077373615588553
44,1,از,0.0010621734182834697
45,1,وداعش,0.0010504108192081329
46,1,رقصیدن,0.001041583874320661
47,1,دردکشان,0.0010185860015582602
48,1,که,0.001013990582932799
49,1,لمعه,0.0010096933763236258
50,1,التجا,0.001007503482778253
51,1,فیروزه,0.0010033527637597257
52,1,دل,0.0010029328776759471
53,1,حریفند,0.0009925199840243063
54,1,ایغاغ,0.0009894575882560097
55,1,چو,0.0009706037063636663
56,1,مشوی,0.0009672101761466607
57,1,چه,0.0009641985765854153
58,1,ملامتگو,0.0009638626338741018
59,1,نهال,0.0009576678145689277
60,1,کامگار,0.0009564975970001472
61,1,نباتیست,0.0009549466713099149
62,1,نماندست,0.0009541632370906498
63,1,چون,0.0009502519346336051
64,1,دامی,0.0009491518943469248
65,1,گر,0.0009479006958496572
66,1,سال‌هاست,0.0009334169206196384
67,1,تو,0.0009326118134278162
68,1,بهمنی,0.0009285799736515571
69,1,با,0.0009266822669702795
70,1,دهمت,0.000921108818794905
71,1,بر,0.0009103139227436571
72,1,من,0.0009065431285392473
73,1,خداداده,0.0009062457446649478
74,1,اندربند,0.0009061179289135466
75,1,عذبم,0.0009029435995980551
76,1,غمدیده,0.0008990247949930605
77,1,آن,0.0008960924337569516
78,1,منبعش,0.0008955013757352929
79,1,بودی,0.0008938725924944656
80,1,خطاپوش,0.0008935626843752445
81,1,بدهش,0.0008876293624226192
82,1,سر,0.0008868807187961125
83,1,می,0.0008837384707396473
84,1,نوگل,0.0008793245181796528
85,1,او,0.0008761297056293208
86,1,قدسم,0.0008727649827932714
87,1,پایبند,0.0008659572870383479
88,1,پرمی,0.000865895373138369
89,1,پادشاه,0.0008647291334628689
90,1,لب,0.0008640445833603003
91,1,مستانه‌اش,0.0008634560624412919
92,1,طلبت,0.0008592022381802159
93,1,جادوانه,0.0008585569540787624
94,1,وشم,0.0008575229578332298
95,1,افسونگری,0.0008534738297909357
96,1,شمع,0.0008493314694206585
97,1,فروشانش,0.0008457963375426193
98,1,جان,0.0008422132099546393
99,1,فتاده‌ام,0.0008411666816977942
100,1,نمی‌تابم,0.0008410835904982627
101,1,ببریده‌اند,0.0008402686294276375
102,1,زیارتگه,0.0008398562581833742
103,1,شد,0.0008360375127446725
104,1,بدرقه‌اش,0.0008275163307048526
105,1,بیاموزی,0.0008228472886373734
106,1,حقه,0.0008210242230210487
107,1,برافروخته,0.0008187851655966375
108,1,لغز,0.000818015618389854
109,1,زلف,0.0008118912544508703
110,1,نصاب,0.000808997803204855
111,1,عاطر,0.0008082625742719808
