feature,importance
بی‌شب,9.00945634632e-08
بی‌شبهه,8.1337728952e-07
بی‌شراب,6.52067595927e-08
بی‌شرح,1.45417076054e-06
بی‌شرم,1.85058757381e-06
بی‌شرمی,6.33802136687e-08
بی‌شستم,9.62226460827e-08
بی‌شعشعه,1.98570452914e-09
بی‌شفقت,2.23675645815e-05
بی‌شقاق,2.30032783718e-08
بی‌شما,1.10156785511e-05
بی‌شمار,1.209858326e-05
بی‌شمارست,6.3062456409e-07
بی‌شمس,3.86164183837e-06
بی‌شه,6.76515777647e-07
بی‌شکرستان,1.38469270513e-06
بی‌شکل,4.80224422581e-09
بی‌شکم,3.24505408592e-09
بی‌شکوت,1.26552252886e-08
بی‌شکی,7.26834997949e-08
بی‌صاف,5.51212894803e-07
بی‌صبر,6.88964907724e-07
بی‌صبری,5.73993847302e-09
بی‌صداع,1.1625615143e-08
بی‌صدف,1.07430670238e-08
بی‌صرفه,4.18229961024e-08
بی‌صف,1.17927390027e-08
بی‌صفت,9.9454351744e-08
بی‌صمغ,1.85480022477e-09
بی‌صنعت,4.59077505699e-08
بی‌صوران,1.96844100267e-07
بی‌صورت,1.82175528591e-06
بی‌صورتست,2.08540713483e-07
بی‌ضد,2.58200928388e-07
بی‌طاقت,2.71813579781e-05
بی‌طایل,8.37236213373e-07
بی‌طایلست,9.47989927533e-08
بی‌طریق,5.07137288641e-08
بی‌طمع,4.0309193006e-09
بی‌ظلام,8.7782670844e-07
بی‌عاشقی,2.3655589768e-06
بی‌عدد,9.79077663713e-07
بی‌عددش,1.24748106473e-07
بی‌عشق,2.34507915173e-06
بی‌عشقی,5.20563848797e-07
بی‌عقال,2.01408582389e-09
بی‌عقل,9.58728656272e-07
بی‌عقلم,2.31835136708e-07
بی‌عقلی,2.22162662105e-08
بی‌عقیقش,2.81483531797e-07
بی‌علت,3.19871848442e-07
بی‌عنایت,4.8429776381e-07
بی‌عهد,1.3637499715e-08
بی‌عیب,6.6041430213e-05
بی‌عیبی,5.01729839092e-07
بی‌غبار,6.19170359184e-07
بی‌غباریم,3.93917010501e-07
بی‌غرامت,3.25606338437e-08
بی‌غرض,6.35135393041e-05
بی‌غش,0.000376354278506
بی‌غشم,8.64100441285e-05
بی‌غصه,5.60319013532e-08
بی‌غلط,8.04503286094e-06
بی‌غم,6.02332500973e-06
بی‌غمی,3.5619412896e-05
بی‌فتورم,1.1491934121e-06
بی‌فر,2.13339294292e-07
بی‌فراق,6.63326461819e-07
بی‌فرقت,3.15684434946e-08
بی‌فریادند,6.45856953687e-09
بی‌فغان,8.4519456488e-07
بی‌قانون,2.16434875187e-05
بی‌قبا,3.10284671482e-09
بی‌قبایی,1.76945643128e-07
بی‌قدم,8.70453564051e-09
بی‌قدمت,2.96308576761e-09
بی‌قرار,5.76926629838e-05
بی‌قرارانند,2.81081370294e-05
بی‌قرارت,3.3312727602e-08
بی‌قرارست,8.15468804387e-07
بی‌قرارش,5.23123996247e-07
بی‌قرارم,7.00342839365e-07
بی‌قراری,6.06868220636e-06
بی‌قراریت,1.26338117949e-06
بی‌قرارید,3.1147846518e-09
بی‌قراریست,1.91372381696e-07
بی‌قراریم,7.65838685493e-10
بی‌قرین,1.43456846927e-07
بی‌قرینه,3.57669388293e-08
بی‌قصد,1.01355292022e-07
بی‌قلم,3.0617523523e-07
بی‌قماشیم,1.16255354205e-07
بی‌قول,6.87685604067e-08
بی‌قیل,1.98705925242e-07
بی‌قیمت,9.97543764734e-08
بی‌لب,3.3191976083e-06
بی‌لذتی,2.25340356684e-07
بی‌لرز,6.39749514817e-07
بی‌لطف,1.98642044425e-06
بی‌لغوب,7.94198935815e-09
بی‌لقای,1.05162434238e-06
بی‌لقمه,1.5961934106e-08
بی‌لوا,4.70907875761e-08
بی‌لوایی,1.26422816693e-07
بی‌ما,1.55040459258e-05
بی‌ماده,1.54921581194e-08
بی‌مار,8.28177969723e-07
بی‌مانت,1.45104121776e-07
بی‌مایه,1.17850097482e-06
بی‌مبالا,2.81318490151e-09
بی‌مثالش,2.79687384968e-05
بی‌مثل,1.84156263372e-06
بی‌مثلی,1.16273485926e-07
بی‌محابا,1.70989352988e-06
بی‌محرمی,1.82279203883e-10
بی‌محل,2.99536004491e-05
بی‌محیطا,6.22271951968e-14
بی‌مدار,2.1351829342e-07
بی‌مدد,1.82558115322e-06
بی‌مددت,8.62812945826e-08
بی‌مر,1.8010580886e-07
بی‌مراد,2.74860606839e-06
بی‌مرادت,5.69945171674e-07
بی‌مرادی,1.57771594247e-06
بی‌مرادیت,9.2642538359e-07
بی‌مرد,2.60966649874e-08
بی‌مرض,2.30602173629e-07
بی‌مرضی,1.7856317814e-07
بی‌مروت,5.90744412513e-05
بی‌مرکبی,4.95924514108e-08
بی‌مزه,2.75006304047e-07
بی‌مزگیست,3.74240782848e-07
بی‌مطرب,9.3069332751e-08
بی‌معانی,8.9111518305e-09
بی‌معرفت,7.9930846863e-05
بی‌معنی,4.11949026517e-05
بی‌مغز,6.30066083355e-08
بی‌مغزند,6.99343227803e-08
بی‌مغزی,2.18398199611e-09
بی‌مقدار,3.20899273206e-07
بی‌ملال,1.24727736327e-07
بی‌ملولی,2.5061762694e-08
بی‌من,3.3161302287e-06
بی‌منتها,4.16069400982e-07
بی‌منتهاست,3.74762965055e-08
بی‌منتهایم,0.0
بی‌منیست,1.89326414241e-06
بی‌مهار,9.70531259102e-07
بی‌مهر,7.98733289428e-07
بی‌مهری,6.59338290055e-05
بی‌مونس,1.49860330769e-07
بی‌مکان,1.23321312166e-06
بی‌مکانم,1.94285394785e-07
بی‌مکر,1.91328078882e-07
بی‌مکری,1.09899539118e-07
بی‌مکسب,2.68384882025e-10
بی‌می,7.23756166122e-07
بی‌میتین,0.0
بی‌میزان,4.36941032729e-09
بی‌میلی,5.31415536159e-08
بی‌میوه,7.56096387066e-09
بی‌نافعی,1.91188786257e-07
بی‌نان,3.64793982701e-13
بی‌نبردم,3.13346094434e-07
بی‌نر,5.70388095438e-08
بی‌نردبان,1.07300229753e-09
بی‌نزاع,1.94347294804e-07
بی‌نستعین,3.14010668507e-09
بی‌نشان,4.31905710133e-05
بی‌نشانم,1.85773901154e-07
بی‌نشانه,1.36230770272e-07
بی‌نشانی,2.48502453388e-06
بی‌نشانیت,6.48286595054e-08
بی‌نشانیم,2.96275319791e-09
بی‌نصیب,4.31723073763e-05
بی‌نظام,7.18653789663e-08
بی‌نظر,5.58445378167e-08
بی‌نظیر,3.16582488272e-05
بی‌نظیرانم,7.83617750808e-10
بی‌نظیرت,5.3863482919e-07
بی‌نظیرست,5.314493964e-07
بی‌نظیرم,1.78627966231e-06
بی‌نظیری,1.1097740862e-06
بی‌نظیریست,3.03115851997e-07
بی‌نظیریم,1.44374506372e-07
بی‌نفاق,1.26699705012e-06
بی‌نفاقش,7.14803646806e-08
بی‌نقش,1.33914791577e-06
بی‌نقشست,1.35463855769e-07
بی‌نقشی,1.26578387178e-07
بی‌نقصان,1.40809457126e-08
بی‌نماز,2.93066172567e-06
بی‌نمک,2.82071868438e-07
بی‌نمکی,3.22457552874e-07
بی‌نهایت,6.44935283008e-05
بی‌نوا,3.03709583949e-05
بی‌نوای,6.82430107851e-05
بی‌نوایان,2.13791995684e-09
بی‌نوایی,1.33950639464e-06
بی‌نوبهار,2.17455797817e-07
بی‌نور,6.31987944598e-07
بی‌نکایت,1.30715547516e-08
بی‌نی,2.85195148671e-07
بی‌نیاز,2.01840285715e-05
بی‌نیازی,2.13225866353e-05
بی‌نیش,3.59543138275e-07
بی‌هر,1.99067082254e-07
بی‌هش,1.81591179114e-07
بی‌هشان,4.64142885213e-07
بی‌هشانه,1.22056148365e-08
بی‌هشی,2.45600431896e-06
بی‌همتا,2.24883632741e-07
بی‌همتان,3.76382939853e-05
بی‌هنر,3.59616392157e-05
بی‌هنرم,4.94329185532e-07
بی‌هنری,3.04214828722e-05
بی‌هنرید,5.67548607111e-07
بی‌هنگام,4.83264078425e-07
بی‌هوش,7.26143638009e-06
بی‌هوشان,1.20884835293e-09
بی‌هوشم,1.15155613242e-06
بی‌هوشی,1.86706250551e-06
بی‌هیچ,7.59927633162e-08
بی‌واسطه,2.52094563641e-06
بی‌وجود,8.85486658768e-07
بی‌ورود,1.39277997458e-09
بی‌وصالش,3.76849057041e-09
بی‌وصلت,1.82338150256e-08
بی‌وطنست,4.59974633171e-07
بی‌وفا,9.13599660696e-06
بی‌وفات,6.03100702206e-07
بی‌وفاتر,1.22206981306e-07
بی‌وفاست,1.97898970168e-05
بی‌وفایی,4.28606244017e-05
بی‌وقت,3.58661365207e-07
بی‌وی,2.18422458907e-06
بی‌پا,6.13682445835e-06
بی‌پای,1.64213350363e-09
بی‌پایان,6.86432111576e-05
بی‌پایانت,1.11224593393e-07
بی‌پایانیم,1.17876167156e-07
بی‌پایم,7.86805812655e-08
بی‌پایی,1.80181939614e-09
بی‌پدر,1.55580251787e-07
بی‌پر,1.9407382367e-06
بی‌پرده,6.93768979281e-07
بی‌پری,5.64423537748e-09
بی‌پشیمانی,6.50989217832e-09
بی‌پناه,8.95119525244e-07
بی‌پیشگی,1.04797259142e-06
بی‌چشم,4.37323078735e-06
بی‌چمنی,1.39138266003e-07
بی‌چهره,5.19499383253e-08
بی‌چون,1.36410008414e-05
بی‌چونتر,8.94065441641e-07
بی‌چونی,5.97281832197e-06
بی‌چگونه,4.54791467442e-07
بی‌چیزی,1.25183272227e-07
بی‌چین,1.74249812606e-07
بی‌کابین,1.5726221416e-07
بی‌کار,2.18687003642e-05
بی‌کاران,2.79633883749e-07
بی‌کارشان,2.05773115423e-08
بی‌کارم,2.2781051495e-08
بی‌کاه,1.22287505855e-09
بی‌کاهش,1.39558498123e-07
بی‌کباب,1.27069951603e-08
بی‌کبر,3.1651454821e-07
بی‌کران,6.0814886159e-05
بی‌کرانست,3.94761479142e-07
بی‌کرانه,2.25221123733e-07
بی‌کرانه‌ام,3.1828518669e-08
بی‌کرانی,8.07586147894e-08
بی‌کراهت,6.69288598725e-08
بی‌کس,8.29837346594e-08
بی‌کسان,1.35904459455e-10
بی‌کسب,1.73674370292e-07
بی‌کسم,1.00290428125e-06
بی‌کسوفست,1.58803258649e-07
بی‌کسی,3.95884938966e-05
بی‌کشتی,3.25316771031e-08
بی‌کفایتیست,5.12193680442e-05
بی‌کفش,3.23044232874e-07
بی‌کفو,2.6006170979e-08
بی‌کمان,1.69600822467e-09
بی‌کمر,6.68002412559e-08
بی‌کمین,3.25693429517e-07
بی‌کنار,3.55684691555e-07
بی‌کنارت,7.05905756541e-08
بی‌کناره,2.49251790765e-07
بی‌کناره‌ایم,1.25137314672e-07
بی‌کناری,2.49397039197e-07
بی‌کو,5.48847428651e-07
بی‌کوزه,4.27352479172e-08
بی‌کوشش,7.47784010182e-08
بی‌کیشان,5.81191473848e-07
بی‌کیف,2.62383000797e-07
بی‌کین,9.22278746237e-07
بی‌کینه,2.78243481455e-06
بی‌گاه,3.00994855224e-05
بی‌گاهست,2.9111648711e-09
بی‌گاهم,2.77261929865e-08
بی‌گرانان,6.78248517133e-07
بی‌گره,1.67297235095e-06
بی‌گزند,1.92961436198e-07
بی‌گشادی,2.42739844179e-06
بی‌گشن,1.22128218984e-08
بی‌گفت,1.45998794482e-06
بی‌گفتار,1.59540822892e-06
بی‌گفتن,1.36658484587e-06
بی‌گل,2.10192933844e-06
بی‌گلو,5.54686337357e-07
بی‌گمان,1.29912352133e-07
بی‌گناه,9.52257726245e-06
بی‌گناهم,4.16335768953e-09
بی‌گناهی,4.70890161662e-05
بی‌گنه,4.21075475397e-06
بی‌گنهان,9.97323414377e-08
بی‌گنهند,7.52021111769e-05
بی‌گنهی,7.54500712336e-07
بی‌گه,1.63993664288e-05
بی‌گهر,2.68154457573e-09
بی‌گهرست,2.18665318787e-08
بی‌گهری,6.08321696622e-07
بی‌گوش,1.8894590606e-06
بی‌گیرنده‌ای,9.6920073931e-09
بی‌یار,2.0949719375e-07
بی‌یسار,1.28473431675e-06
بی‌یقین,2.30155315695e-08
بی‌یمین,1.35095608855e-06
ت,3.28427065726e-07
تأثیر,1.98687360895e-05
تأثیرم,9.82460400211e-11
تأخیر,3.11295215351e-06
تأخیرم,3.41380575817e-08
تأخیرها,4.23438132498e-07
تأدیب,4.22981345162e-07
تأسوا,9.46654135452e-11
تأمل,6.10269976701e-06
تأمل‌ها,1.16133956709e-08
تأنی,4.61687328572e-07
تأویل,2.23841638489e-06
تأویلات,1.11190455446e-07
تأویلی,7.75294535193e-08
تأویل‌ها,1.82506684568e-06
تؤمن,9.64786997102e-09
تا,0.00261307026124
تائبات,1.83625243708e-13
تائه,0.0
تاب,0.000240431698738
تابان,3.57381441368e-05
تابانت,1.78082707264e-06
تابانم,1.8667423208e-07
تابانیت,3.91409121515e-08
تابد,5.80229502649e-06
تابدار,2.25727263415e-05
تابست,3.12501677787e-09
تابستان,2.30731752208e-06
تابش,3.01099340805e-05
تابشان,4.90292498942e-07
تابشش,1.07455085047e-09
تابشی,1.271378991e-06
تابع,1.09497744029e-07
تابم,3.36589861924e-05
تابنده,4.29839165032e-06
تابنده‌تر,3.586691533e-08
تابه,1.02083040068e-06
تابوت,3.24523255989e-05
تابوتم,7.0506614531e-07
تابی,4.22401608173e-05
تابید,2.51123860863e-07
تاب‌ها,3.15564250397e-09
تات,2.16676058699e-08
تاتار,1.09728538705e-05
تاتارم,1.32343961129e-08
تاتاری,2.53565310105e-05
تاتاریست,6.40396830286e-05
تاثیر,6.70184732059e-05
تاج,0.00030903014435
تاجا,3.02077743331e-11
تاجدار,1.97862150577e-07
تاجداران,2.5274268933e-07
تاجدارانند,4.31289675792e-05
تاجدارم,7.66679546594e-10
تاجداریم,1.78936866725e-08
تاجر,1.44244971746e-06
تاجری,2.45747334142e-07
تاجست,1.63386661139e-08
تاجش,1.61162211653e-05
تاجوری,6.95083668888e-05
تاجی,1.80596356877e-06
تاجیک,7.84554209526e-08
تاجیکانه‌ات,4.65636937376e-07
تاجیکست,8.67692907863e-09
تاجیکی,2.63946086041e-07
تاخت,3.39725827457e-06
تاختم,2.55240503847e-07
تاختن,5.45398399119e-06
تاخته‌ای,7.28666287694e-05
تاختیم,3.39995473258e-06
تاخیر,4.44771391955e-05
تار,9.33030824551e-05
تاراج,2.82323694448e-05
تارم,4.02739243236e-07
تارهای,2.31284552958e-06
تارهایی,1.23947377853e-08
تارک,3.04986618449e-05
تاری,1.92182076677e-06
تاریخ,9.13669045154e-07
تاریست,2.01632717751e-06
تاریک,2.24154900338e-05
تاریکت,2.45636236865e-07
تاریکی,2.94900261199e-05
تاریکیست,7.81393591379e-07
تاز,4.47332321865e-06
تازانه,8.5846178923e-09
تازد,2.33135095494e-08
تازم,6.13956338031e-07
تازه,0.000156503213596
تازه‌ایم,3.99063380293e-07
تازه‌تر,7.82999062759e-05
تازه‌ترست,9.30829205669e-07
تازه‌ست,6.34500248642e-08
تازگیش,4.13851621313e-07
تازی,6.467303215e-06
تازیان,4.93602991898e-05
تازیانه,4.52421365832e-05
تازیانه‌ام,1.00951331574e-07
تازیست,2.30758032383e-10
تازیم,2.6041891343e-05
تازیی,1.93030304957e-08
تازی‌ها,3.12509679255e-07
تاست,7.92396253901e-09
تاسه,4.52533071814e-07
تاسی,1.66657002193e-10
تاش,1.27859630243e-06
تاشم,1.01504160051e-06
تاشیم,2.04877414598e-08
تافت,5.21633478487e-06
تافتست,5.68897978581e-08
تافتن,5.93652597435e-07
تافته,8.35730551434e-07
تافته‌ست,8.31602173398e-07
تافتی,9.9114197603e-07
تافتیم,9.81635039887e-08
تافتی‌ای,8.08365579382e-08
تالیا,2.01825684196e-06
تام,2.25578169685e-07
تامل,1.90271015245e-05
تاملی,5.62770261506e-05
تان,2.45576030049e-06
تاند,9.11308128907e-08
تانم,1.1227591944e-07
تانی,4.34568828585e-08
تاه,1.21735691172e-07
تاوان,1.86970545624e-06
تاوانست,1.01768396328e-06
تاوانم,1.02142140338e-09
تاک,2.55159782601e-05
تای,1.22138913455e-06
تایب,1.8897086211e-08
تایبم,1.60882012626e-05
تایبون,4.23156133354e-07
تایی,2.54838824397e-07
تایید,2.38832215529e-05
تب,4.07981624038e-05
تبار,8.38263616946e-07
تبارک,7.24348373373e-05
تباریم,7.05257519266e-08
تباه,2.0448264194e-05
تباهست,2.03937014746e-08
تباهش,1.18436459071e-06
تباهی,0.00010365340993
تبت,4.33376175167e-07
تبتئس,6.15561840189e-09
تبتی,1.07739481275e-07
تبخلن,4.75859470045e-10
تبدل,1.08139590253e-06
تبدلن,9.24918234437e-08
تبدلی,4.92259970931e-05
تبدی,3.27983623023e-11
تبدیل,5.99988488543e-05
تبدیل‌ها,8.49192156406e-09
تبر,8.30638511569e-07
تبرا,3.08393707221e-09
تبرزد,5.59224678041e-07
تبرک,5.11322503655e-07
تبریز,0.000218925512428
تبریزا,1.72301577406e-07
تبریزست,8.55949288611e-06
تبریزم,8.21525894424e-09
تبریزنا,1.82875712807e-08
تبریزند,7.19991017509e-07
تبریزهای,1.88289128712e-09
تبریزی,6.30374512558e-05
تبریزیان,1.0653462519e-06
تبریزیت,1.22072114981e-07
تبریزیست,4.95183882789e-07
تبریزیش,5.689668568e-08
تبریزیم,4.29752534634e-08
تبسم,2.77679395528e-05
تبسمی,4.76717504984e-05
تبش,3.32925417621e-06
تبشم,1.38810524618e-09
تبشی,3.31169927994e-07
تبصر,1.09943566506e-10
تبصره,8.5878776113e-07
تبصرونت,9.34502159429e-10
تبصرونی‌ست,1.34962200406e-10
تبع,9.39845838681e-07
تبعد,1.24483587141e-08
تبل,2.27050021786e-08
تبلی,1.20738273694e-06
تبلیغ,9.57140296368e-10
تبم,3.22956693766e-05
تبه,0.000170967599477
تبیانه,2.55190596718e-07
تب‌ها,4.75100174254e-10
تتار,7.56629974887e-06
تتاران,7.85052792469e-08
تتارند,1.67988088804e-07
تتاری,9.90507367073e-07
تتر,7.50095916825e-07
تترت,4.55969625593e-07
تترکنا,0.0
تتری,8.99647680248e-10
تتق,2.97822921186e-05
تتقش,1.92726732988e-08
تتقیست,2.41220830369e-07
تتلو,2.14769007312e-10
تتماج,1.56872428763e-06
تتماجش,4.70295809475e-08
تتماجی,2.63789382267e-07
تثمیل,2.95902004256e-08
تجار,1.46698568697e-06
تجارت,0.000138537284404
تجارتی,1.55785973721e-06
تجبنوا,3.18632062772e-11
تجربتم,1.86580171364e-06
تجربه,0.000390016224308
تجرد,3.01545641612e-05
تجری,1.26638004523e-05
تجلسهم,1.74336863133e-08
تجلی,4.10142877644e-05
تجلیست,8.19125111771e-05
تجلی‌های,4.45648478013e-07
تجمل,8.17182291373e-05
تجمیش,6.31317949054e-07
تجهیزش,3.35530270673e-09
تجوت,1.06070706102e-07
تحت,3.53633775527e-05
تحتها,1.83607013188e-05
تحجبنی,8.8140930676e-10
تحذر,1.13179192417e-09
تحذیر,2.26451261883e-06
تحریر,0.000105438888113
تحریض,1.60504810001e-06
تحریمه,2.3347948826e-07
تحزن,1.1494981866e-08
تحزنوا,1.88563150497e-10
تحسبوا,6.51626044423e-08
تحسر,7.97028574237e-05
تحسن,3.09940196422e-13
تحسین,3.19660801128e-05
تحسینش,1.67195336761e-07
تحسینم,7.74785259357e-07
تحسینیست,1.08463890857e-07
تحصیل,1.60987926213e-05
تحفنا,1.40776472579e-06
تحفه,5.10060087366e-05
تحفه‌ای,6.87889985965e-08
تحفه‌های,3.93038603778e-08
تحقروا,3.47098439857e-11
تحقروها,7.13938406695e-05
تحقیق,7.03194486011e-05
تحقیقش,3.58130641429e-05
تحقیقی,4.45503064655e-10
تحلوا,5.95185226571e-11
تحلیله,9.10774561205e-08
تحمر,1.26398598982e-08
تحمل,0.000126480916931
تحملت,1.24430313668e-09
تحملست,7.72232380022e-07
تحملی,5.27226053104e-05
تحمل‌ها,2.94641500665e-07
تحمیق,3.82951615607e-05
تحن,1.08783287904e-10
تحوز,4.86272853204e-10
تحول,1.64883272157e-06
تحویل,0.0
تحویلم,2.33280267751e-08
تحویلی,1.61344381017e-07
تحیتی,2.74045090165e-09
تحید,8.45006933676e-07
تحیر,1.90617894702e-06
تحیریست,7.90114213616e-07
تحییهم,6.07176599024e-13
تخافن,1.8198491788e-10
تخامرنا,0.0
تخت,0.000210194093868
تختبر,7.46966889668e-10
تختت,8.79645484882e-08
تخترق,3.12548975655e-10
تختست,1.03988466518e-06
تختش,5.7891685002e-06
تختفی,4.8227922936e-08
تختم,4.08561269884e-09
تختند,2.82760320527e-08
تخته,1.70554312111e-05
تخته‌ای,6.2515428211e-09
تختگاه,3.44647538217e-06
تختگاهت,8.35615070121e-09
تختگه,1.21214491142e-06
تختی,2.1236025667e-06
تخدعنی,6.08614930553e-07
تخرج,2.98715757293e-11
تخرق,8.77660375484e-08
تخسرو,6.89064686432e-08
تخشی,0.0
تخضر,4.47311778459e-09
تخف,2.7868215968e-05
تخفف,1.113525499e-06
تخفی,3.31145511878e-10
تخفیف,7.07479405744e-05
تخفینا,1.34766076986e-09
تخلف,4.50011855814e-07
تخلیط,7.0842844936e-07
تخم,9.17976370072e-05
تخمش,1.72162224505e-08
تخمم,1.11229665128e-07
تخمه,1.57362588684e-05
تخمی,1.21746210013e-05
تخونونی,5.30400141293e-10
تخیل,9.9266659165e-06
تخییل,7.37555441007e-07
تخییل‌ها,2.34551131313e-07
تدارک,1.57914356333e-07
تداریج,4.77534810301e-14
تدبیر,0.000302774431894
تدبیرش,5.03387256717e-05
تدبیرم,2.1525653889e-06
تدبیری,2.44275587763e-07
تدثر,3.90993972353e-11
تدخل,1.58737257165e-12
تدر,2.607460965e-10
تدرک,3.83432211034e-08
تدری,1.59141347008e-07
تدریج,4.41039272958e-07
تدریس,7.45271403288e-08
تدع,1.33149580171e-10
تدلی,4.49031805765e-07
تدنسوا,3.78932657028e-12
تدننا,4.1357093086e-07
تدور,8.80521132959e-11
تذر,4.58614822337e-08
تذرو,2.03055036288e-05
تذروان,2.17034404146e-07
تذرورفتاری,2.8217741951e-06
تذروی,7.98294782471e-05
تذق,6.73170572567e-07
تذلل,2.11107240042e-07
تذهب,1.49727693457e-13
تذکار,3.1720518892e-10
تذکارها,9.20652770544e-12
تذکر,4.34929754906e-07
تذکره‌ای,6.88075768479e-07
تذکیر,2.3434641538e-07
تر,0.000140822081786
ترا,9.26350875662e-11
تراب,9.67830471941e-05
ترابستی,2.52072545951e-07
ترازو,2.54981338853e-06
ترازوی,1.11670553769e-06
ترازویم,9.65875136624e-08
تراست,3.43989634538e-07
تراستم,2.66711560719e-09
تراش,7.79675903597e-07
تراشد,1.87152139946e-07
تراشش,2.32091672325e-07
تراشم,4.31012142111e-08
تراشنده,2.71108116894e-08
تراشی,3.10659935598e-06
تراشید,2.10558199442e-08
تراشیدست,9.8056287994e-08
تراشیده,3.24429211372e-07
تراشیده‌ام,1.34959994966e-08
تراشیدی,1.76457424089e-09
تران,3.62352734828e-10
ترانه,0.000106012103426
ترانه‌ای,9.20607065474e-07
ترانه‌ست,3.31041659586e-08
ترانه‌ها,8.05225285242e-09
ترانه‌های,2.46128816345e-08
ترانی,1.46716215342e-06
ترایم,8.28187094509e-08
تربت,0.000116674417264
تربتم,0.000157727942565
تربیت,1.05717416041e-05
تربیتست,1.19463610692e-07
تربیتش,1.06940828228e-05
تربیتی,2.7190378731e-07
تربیع,4.89952018909e-10
ترتجی,3.60711883988e-11
ترتخی,0.0
ترتریم,7.5803917495e-09
ترتفع,3.19645482294e-08
ترتیب,2.54465128243e-06
ترجمان,4.07089934323e-07
ترجمانست,1.54249609724e-07
ترجمانش,2.01935269466e-08
ترجمانم,5.70637529481e-07
ترجمانی,3.41186217629e-06
ترجمه,7.69406069463e-07
ترجون,1.54169237541e-07
ترح,5.29288982344e-07
ترحالنا,5.34437487261e-13
ترحال‌ها,2.14215119335e-06
ترحم,0.000106449565171
ترد,4.33440334017e-09
تردامن,4.17850463756e-05
تردامنست,1.01210265621e-06
تردامنی,4.49534887199e-05
تردد,1.39976261168e-07
تردنی,6.85569202768e-10
ترس,2.60566576768e-05
ترسا,9.50267808028e-07
ترسابچه,6.16202048637e-05
ترساصنم,3.73727401949e-06
ترسان,1.5073425445e-06
ترسانتر,2.07547540598e-07
ترساند,8.48823276151e-07
ترساننده,5.31197582429e-08
ترسایان,3.4281507837e-08
ترسایی,5.34743990476e-05
ترست,6.41227008914e-06
ترسخن,3.67985442184e-07
ترسد,2.5165366821e-05
ترسم,0.000134067576958
ترسمت,0.000146724244269
ترسند,3.69546446027e-07
ترسنده,5.35290707484e-07
ترسندگان,1.00696268699e-06
ترسگار,1.27794941405e-07
ترسی,9.52138661953e-07
ترسید,7.26385605449e-07
ترسیدم,4.35117388044e-07
ترسیدن,4.50035199071e-14
ترش,6.16200326423e-05
ترشان,3.98639153977e-06
ترشح,5.13428714849e-05
ترشست,6.68117861088e-07
ترشش,1.75780772654e-07
ترشم,4.02922524412e-07
ترشی,8.30248055987e-06
ترشی‌ها,6.23085247103e-08
ترشی‌های,4.58768473198e-08
ترش‌های,3.38580606885e-07
ترصد,1.78695394854e-09
ترضی,4.97998261085e-07
ترفرف,5.74944275555e-09
ترقصنی,6.59433226546e-10
ترقیش,2.05964122069e-07
ترلللا,8.75858927038e-08
ترم,3.96885491863e-06
ترمینا,0.0
ترنانه,3.55443007065e-09
ترنج,5.90547890466e-06
ترنجی,3.21394872649e-07
ترنجیده,1.0500264648e-07
ترند,1.59101335592e-09
ترنگ,3.03918088089e-07
ترنگاترنگ,1.34649918873e-06
ترنگبین,1.75293598932e-08
ترنگش,1.89373579134e-07
تره,7.4586121838e-07
ترهات,2.49354266486e-07
ترهاتت,9.00147939028e-10
تره‌ای,2.28701360859e-08
ترونده,4.00093963412e-08
ترویه,6.38840219902e-08
ترک,0.000413012427524
ترکان,0.000133759316788
ترکانست,9.21572410664e-10
ترکانه,2.14504402458e-05
ترکت,4.2873770599e-07
ترکست,2.92180326503e-08
ترکستان,8.06677146476e-06
ترکش,1.02043828788e-05
ترکم,3.69071690426e-05
ترکمان,1.59110698431e-06
ترکوا,4.40456003309e-06
ترکی,7.12763577211e-06
ترکیب,3.3790306876e-05
ترکیبش,3.35923584409e-05
ترکیب‌ها,5.39705261285e-07
ترکیت,1.1074963871e-08
ترکیی,2.8168327135e-07
تری,2.59189516592e-06
تریاق,6.27605967749e-06
تریاقی,6.82720369706e-10
تریاک,8.38922269589e-05
تریاکی,4.6037431648e-08
ترید,4.31311797325e-07
تریم,3.28393010606e-07
تریی,5.47281959074e-08
تری‌ها,5.90782742969e-08
تزاول,4.96246582863e-05
تزغو,3.44566763331e-09
تزل,6.38175758402e-08
تزول,2.5226232527e-08
تزویر,0.000204982270672
تزویرش,3.88151949332e-07
تزویرم,2.43985460506e-07
تسئل,1.89393315214e-08
تساکر,2.06461773361e-09
تسبیح,0.000126183935142
تسبیحش,6.05913686801e-08
تسبیع,3.01805624335e-07
تست,2.74364328862e-05
تستر,0.0
تستمع,1.35719910401e-05
تستیاسوا,3.14726012678e-07
تسجدن,3.67336037528e-11
تسجر,6.08351692359e-12
تسخر,4.31188276767e-06
تسخرت,7.74327610594e-07
تسخرهای,1.1228358771e-07
تسخرکن,3.42814329657e-07
تسخرکنان,2.06589951873e-07
تسخرگاه,5.75313610968e-08
تسق,0.0
تسقی,4.98964878579e-10
تسقینا,2.50455771576e-09
تسلا,1.10704821609e-07
تسلسل,2.72719342925e-05
تسلیم,3.28574776869e-05
تسلیما,3.44108224235e-09
تسلیمیم,2.09085190233e-05
تسوی,3.37860281381e-08
تسکر,9.71261980786e-13
تسکرهم,5.82237711521e-07
تسکن,5.63463077933e-07
تسکین,1.80051907098e-06
تسکینش,6.00099168033e-07
تش,1.076007708e-06
تشا,3.42719593227e-07
