,poet,feature,importance
0,13,و,0.010078931786629861
1,13,؟,0.0072850974333964705
2,13,از,0.00728349404530753
3,13,در,0.007012189573703066
4,13,به,0.005479091510447207
5,13,را,0.005108160352246682
6,13,که,0.0050345016699779345
7,13,ز,0.0042039838360164025
8,13,بر,0.0035130214244944837
9,13,دل,0.0033961941157973474
10,13,تو,0.0031114424361411847
11,13,من,0.0030921378716242025
12,13,آن,0.00302693121073916
13,13,این,0.002870258090669514
14,13,تا,0.0028182739068312516
15,13,است,0.0024916593860522065
16,13,سر,0.002428788333787175
17,13,ای,0.002399544917362533
18,13,جان,0.002279188880650788
19,13,چون,0.002206832022951605
20,13,با,0.002158188634463431
21,13,عشق,0.0020699327609879823
22,13,هر,0.002047408260502316
23,13,ما,0.001968534509156644
24,13,بود,0.001958576260904872
25,13,چو,0.0018926298650284205
26,13,همه,0.0018706863670189004
27,13,چه,0.0018404635713775719
28,13,او,0.0018089189685677636
29,13,!,0.0018002803157383036
30,13,بوی,0.0016014302041402772
31,13,گر,0.0015573386195691413
32,13,زلف,0.0015231388464030326
33,13,سرو,0.001505016838180383
34,13,شد,0.0014894292479721075
35,13,انک,0.00148715453225968
36,13,مرا,0.0014813913399842615
37,13,گل,0.0014769426056563683
38,13,برآسمان,0.0014294615683303443
39,13,کنم,0.0014058773166293393
40,13,بریاد,0.0013858295482637904
41,13,غم,0.001354918690408155
42,13,دست,0.001346902128301988
43,13,ترا,0.0013424233871890962
44,13,دوست,0.0013199309053733162
45,13,خویش,0.0013149817976480737
46,13,خود,0.0013145588801047247
47,13,نیست,0.0013030434605574796
48,13,روی,0.001301279103812116
49,13,می,0.0012991553967897553
50,13,جهان,0.0012877530507483517
51,13,دزدی,0.001287639518620273
52,13,باز,0.0012732177738767215
53,13,کز,0.0012474127438790613
54,13,براید,0.0012327449408261314
55,13,خون,0.001230113665237576
56,13,اگر,0.0011673317914120613
57,13,پیش,0.001152501240049193
58,13,گریه,0.0011392282805442297
59,13,کوی,0.001129005512986134
60,13,لاله,0.0011199700634215491
61,13,کن,0.0010990180588712618
62,13,باد,0.0010682705831881315
63,13,چشم,0.001024083416978913
64,13,لب,0.0010187623229875114
