,poet,feature,importance
0,9,که:,0.012663754070877354
1,9,کندر,0.010971037335777985
2,9,مطرب،,0.006416397419379727
3,9,گفته‌ای:,0.0036033571584972394
4,9,تست،,0.003579418201894352
5,9,خویش؟,0.003562597490784854
6,9,بهل،,0.0032556963386291406
7,9,تا:,0.003240480026793122
8,9,بیاور،,0.00315034097624122
9,9,گویم:,0.0031432373100044875
10,9,گو:,0.0028846187333326674
11,9,ترا،,0.002652933653231078
12,9,برزد,0.0019407603886740176
13,9,کجاست؟,0.0018787871868685818
14,9,اوحدیست,0.0018561321519681082
15,9,عجب!,0.0017915763187387002
16,9,اثیر,0.0016673837980661996
17,9,امشب؟,0.0016343063911142825
18,9,سود؟,0.0014850206537453134
19,9,بید,0.001470464285522606
20,9,آن؟,0.001454774268057593
21,9,نازنینا،,0.0014078411234860872
22,9,او؟,0.0013628602332017368
23,9,کندرین,0.0013492910443569043
24,9,پسر،,0.001338116587283871
25,9,زنهار!,0.0013287293660283097
26,9,ناظرند,0.0013177552260184204
27,9,شد؟,0.0013029928226368274
28,9,صاع,0.0012458210468746073
29,9,گفته‌ام،,0.0012409103599677362
30,9,بی‌درم,0.001208244221496849
31,9,گفتی،,0.0012022521152442274
32,9,بدید،,0.001197754307303964
33,9,کند؟,0.0011886774173667136
34,9,می‌گویی،,0.0011882102039936565
35,9,ساربان،,0.0011841660325382947
36,9,ستمگرا،,0.0011548773003389886
37,9,فتنها,0.001151110397855792
38,9,منه،,0.0011467504879500942
39,9,مدعی،,0.0011237718485349595
40,9,صنما،,0.0011203717670001988
41,9,خود؟,0.0011053244933844054
42,9,آن,0.0010905182132528344
43,9,گویند:,0.0010880989920427212
44,9,گر,0.001077634600171999
45,9,اوحدی؟,0.0010533078766559714
46,9,سرشانه,0.0010503951030755494
47,9,ترا؟,0.001042212850837451
48,9,به,0.001039052213135249
49,9,ز,0.0010334516550918893
50,9,خود،,0.0010303822533673098
51,9,باشد؟,0.0010009119106007371
52,9,مینهد,0.0009951626338108508
53,9,هست؟,0.0009869430164514109
54,9,سمرم,0.0009785980917386096
55,9,گوید؟,0.0009514200427022081
56,9,بگوی:,0.000942032724701345
57,9,در,0.0009089241120866183
58,9,همی,0.0008942471417513856
59,9,جاودانت,0.0008935475299087067
60,9,روانست،,0.0008925581666115336
61,9,از,0.0008902204324601471
62,9,بچکد,0.0008841777769459169
63,9,من,0.0008821197960346007
64,9,بر,0.0008759782018887548
65,9,بتوانم،,0.0008701707915580416
66,9,بزرگین,0.0008679446399967752
67,9,بود,0.0008676101330393573
68,9,میدارد،,0.0008527353452000958
69,9,اندیشهاست,0.0008455027598005116
70,9,جبینت,0.0008420125528232697
71,9,صفهٔ,0.0008294204556485857
72,9,را؟,0.0008275559941847139
73,9,گفتی:,0.0008055203001784253
74,9,ترا,0.0008026173574761002
75,9,قمرش,0.0008024266188037363
76,9,درازست،,0.0007920403528909644
77,9,مشتری،,0.0007910110735332271
78,9,تو,0.0007841900931788136
79,9,برسانی،,0.00078104519164524
80,9,شنو،,0.0007808022159533508
81,9,بینگ,0.0007803287355778798
82,9,شهر,0.0007796406292743085
83,9,مهل,0.0007751214343125331
84,9,بکاوی,0.0007736558608473276
85,9,زنی؟,0.0007691438148497245
86,9,بخوش,0.0007658143104278596
87,9,ولی,0.0007572707119585292
88,9,مرا,0.0007549746381997307
89,9,بماند؟,0.000754651641315307
90,9,طبقهای,0.000753877444536536
91,9,بنماند,0.0007534336227429097
92,9,بگوی،,0.0007525440858032478
93,9,خوشیده,0.0007507031531361048
94,9,امروز,0.0007468657060959336
95,9,بیدلی،,0.0007466557563480137
96,9,گیسیویت,0.000745835098784651
97,9,زود،,0.0007450250668666866
98,9,مگیر،,0.00074428012627465
99,9,دیدهای,0.0007421814527430578
100,9,با,0.000738349129252373
101,9,آید؟,0.0007380291618419192
102,9,سرمکش،,0.0007357654320896467
103,9,زخمی،,0.0007349149286995939
104,9,مقابلش,0.0007312037737249687
105,9,کمرت؟,0.0007289556845701791
106,9,هیات,0.0007269297732982367
107,9,خود:,0.00072591753248018
108,9,سنگدل،,0.0007199556777393304
109,9,رهانه,0.000714224714329576
110,9,او,0.0007135477694119428
111,9,سراسیمه،,0.0007120693322058834
112,9,پس,0.000710938650006154
113,9,روزه‌داران,0.0007108415581056665
114,9,دل,0.0007093703060159555
115,9,اوحدی،مریز,0.0007043548981483011
116,9,دوستی،,0.0007017478464001563
117,9,می‌خریم,0.0006998600335796753
118,9,مپوشان،,0.0006952876455218844
119,9,برسید,0.0006941591475148694
120,9,مطول,0.0006933420119633385
121,9,بری؟,0.0006903293259159124
122,9,جان,0.0006896602046661017
123,9,تنگهای,0.0006886638491995223
124,9,دوش؟,0.0006825901473728799
125,9,بی‌دیدار,0.0006804909080362799
126,9,اوحدی‌وارم,0.0006803639888629694
127,9,بدماند,0.0006794776197797113
128,9,نهاده‌ایم،,0.0006782607322226575
129,9,چاوشان,0.0006778774461514624
130,9,چو,0.0006776000497877725
131,9,و,0.0006720475561385976
132,9,نمی‌بودم,0.0006709634556322358
133,9,غصه،,0.0006707787034264093
134,9,بشد،,0.0006705878063317848
135,9,محلت,0.0006700898664307028
136,9,انداختند,0.0006696282636479807
137,9,مرسادش,0.0006684707468318142
138,9,پریرخ,0.000667651896806129
139,9,زهره،,0.0006659574052006923
140,9,تیره،,0.000664373517801568
141,9,نوشیدم،,0.0006632985673428113
142,9,نمیباید,0.0006585233237572127
143,9,خفته‌ای،,0.0006576463765094304
144,9,نکردند،,0.0006570164504735057
145,9,بی‌توش,0.0006557616483251603
146,9,نمی‌ترسم،,0.0006499267424373201
147,9,انداختم,0.0006487808802575999
148,9,چیست؟,0.0006441998740152684
149,9,نرفت؟,0.0006428191611143709
150,9,این,0.0006385967158799092
151,9,ببیند،,0.0006377123232090636
152,9,بوسه‌ای،,0.0006369145208272406
153,9,آتشیست,0.0006357791680716053
154,9,دراز!,0.0006343978292365459
155,9,پالهنگی,0.0006333475386828125
156,9,جستن؟,0.000632057928473435
157,9,ببینیم,0.0006282742380731386
158,9,شگرفان,0.0006271207637667757
159,9,این:,0.0006256625032779448
160,9,گشتهٔ,0.0006256602539101361
161,9,اوحدی‌وار,0.0006243930051587026
162,9,ببیند!,0.000624092844454361
163,9,سر!,0.0006227601881151984
164,9,غم,0.0006202596987937787
165,9,برسید؟,0.0006161930013362113
166,9,بوده‌ایم,0.0006159883061034843
167,9,سعیی,0.0006126289846773028
168,9,رفیقان،,0.0006085225074847442
169,9,زشتش,0.00060843203774244
170,9,را,0.0006071369479490216
171,9,بازرست,0.0006067205614208546
172,9,بت،,0.0006064602395386317
173,9,بود؟,0.0006048040816821576
174,9,انصاف،,0.0006006890854993078
175,9,جفا؟,0.0005999918007618721
176,9,بپوسید,0.0005996708367775577
177,9,چرخ،,0.0005991286326903092
178,9,آشکاردانی,0.0005979507249230224
179,9,آهووش,0.0005934413846827516
180,9,می‌بوس,0.0005930885126350125
181,9,عیش،,0.0005924653374485098
182,9,عقل,0.0005920014278257702
183,9,موقوفم،,0.0005912683952383681
184,9,ماست،,0.0005894371982018437
185,9,نپیچیم,0.0005890411915290936
186,9,گویت,0.000586171336914822
187,9,ضروریست،,0.0005855097206358249
188,9,بیتر,0.0005847974366361265
189,9,نویسم,0.0005844278347751189
190,9,اگر,0.0005843696039110874
191,9,دارم:,0.0005841837419830762
192,9,یارب،,0.0005834639806857958
193,9,عجبی:,0.0005826684856313984
194,9,پرورقی,0.0005820281103161813
195,9,بی‌بلا,0.0005819167832578647
196,9,فضلیم،,0.0005810888439026998
197,9,دوست,0.0005809174139724774
198,9,غصها,0.0005798311516831383
199,9,ما,0.000578157484457842
200,9,قیرش,0.0005780346172072083
201,9,می‌نواز,0.0005767111983143507
202,9,تفرجی,0.0005714967214513824
203,9,بعد,0.0005709810251042717
204,9,اشکبار،,0.0005705591090642158
205,9,درآید،,0.0005705285959242081
206,9,می‌گردد،,0.00057032499027432
207,9,بی‌شکن,0.000568995900130208
208,9,ناپذرفته,0.0005670467007307114
209,9,بدانیم,0.0005665634377326733
210,9,بریخت،,0.0005665626973448899
211,9,ندهم،,0.0005656781743493443
212,9,نمی‌شود؟,0.0005655337650573762
213,9,بگذاشتیمش,0.0005650778040180092
214,9,دیگر؟,0.0005635592388853751
215,9,هجراو,0.0005635530412443891
216,9,گویندار,0.0005630529867366562
217,9,گرین,0.0005624632734834341
218,9,برسد،,0.0005610048033179063
219,9,دستبوس,0.0005607795063443005
220,9,جویی،,0.0005605062486227939
221,9,چون,0.000557064842245317
222,9,ماند؟,0.0005560786064060195
223,9,قرینیم,0.0005545218028536553
224,9,کوشیدند,0.0005516972621838807
225,9,نگفتی:,0.0005516201040302441
226,9,رویی،,0.0005516040493953345
227,9,فخرها,0.0005506029207729531
228,9,ما؟,0.0005503270108147674
229,9,می‌کشد,0.0005503009332022215
230,9,عشق,0.0005483781889586843
231,9,رخ؟,0.0005468734093744821
232,9,ازو،,0.0005460382934566746
233,9,پوشیده‌ام,0.0005458117309606029
234,9,دست؟,0.0005432816947839471
235,9,چشم,0.0005421096533632418
236,9,دراز،,0.0005420649401982082
237,9,بی‌وفا،,0.0005418832252494801
238,9,می‌پرسی،,0.0005417386097972359
239,9,جگر,0.0005417003923044987
240,9,کنند؟,0.0005414229933102345
241,9,روزگاز,0.0005411064072808281
242,9,بلایی،,0.0005392375093725715
243,9,مسلمانان،,0.0005382823804455774
244,9,رختی,0.0005375807565686757
245,9,بینانی,0.0005372188770347894
246,9,مپیچان،,0.0005356884865018792
247,9,زیرت,0.0005350857496437264
248,9,پوشیدم،,0.0005322219637000449
249,9,داری,0.0005320896163980936
250,9,برگش,0.0005288062066318211
251,9,مدد،,0.0005287879654348255
252,9,تشنه‌ام،,0.0005273358112067789
253,9,شکر,0.000525234761099783
254,9,ببیند,0.0005243321039563398
255,9,فراق,0.0005242841246622402
256,9,خردمند،,0.0005242027004924983
257,9,آمد،,0.0005239821237347155
258,9,شود؟,0.000523479571522837
259,9,میپیچد،,0.0005205300969548962
260,9,سر,0.0005199476786213218
261,9,خرقه‌ای,0.0005196315553387092
262,9,که,0.0005192510682375991
263,9,نانی,0.0005170850854255108
264,9,گریسته‌ام,0.000516848078390838
265,9,قوتم,0.0005163023690479657
266,9,نامه‌ای،,0.0005143497004760497
267,9,جانبیش,0.0005134358208351527
268,9,خرقها,0.0005123461609190539
269,9,گربهٔ,0.0005115028210841438
270,9,کالحان,0.0005109944822206596
271,9,درکس,0.0005094882802746979
272,9,بشکفته‌ای,0.0005092421592305226
273,9,برفت!,0.0005062991064491522
274,9,زلفست،,0.0005054728983150354
275,9,کز,0.0005043908045250527
276,9,کرد،,0.0005030350388391162
277,9,امروز؟,0.0005029777600046117
278,9,شعلهای,0.0005029268403542234
279,9,بسیار,0.0005021762861446824
280,9,هر,0.0005014847014327019
281,9,بدخشی,0.0004996693812372643
282,9,عقشش,0.0004996227526691245
283,9,غیرت؟,0.0004993575651123989
284,9,پریرم,0.000494621011454452
285,9,روزه‌ایست,0.0004945690405965575
286,9,بتکده‌ای,0.0004935940885113016
287,9,بیزوری,0.00049344585098028
288,9,دلبرانی,0.0004932830381462391
289,9,غمش,0.000492091064080264
290,9,بگردد,0.0004920035119084623
291,9,گل,0.0004915773279937847
292,9,غایتست؟,0.0004912415215941884
293,9,معشوقی؟,0.0004894024649212045
294,9,منی،,0.0004888810746559312
295,9,همه,0.0004871842836554272
296,9,سجودکرد،,0.0004870329198550198
