,poet,feature,importance
0,11,بیا،,0.006765597132570309
1,11,دریغا!,0.003995503013437015
2,11,برخاست؟,0.0037476175719159325
3,11,هان!,0.003377878608220852
4,11,آیی؟,0.0030735337689301147
5,11,کجایی؟,0.002715777140993329
6,11,بی‌دل،,0.002581378754595119
7,11,می‌زدم،,0.002508667565759084
8,11,چتوان,0.002494234086428247
9,11,جرعه‌دان,0.0024428842002655452
10,11,بشتاب،,0.00237836940746365
11,11,هیهات!,0.0023486131126026805
12,11,دریغ!,0.002344850368319938
13,11,تریاک؟,0.002274161541259024
14,11,با,0.002224943470420766
15,11,دگربار,0.00221238657276119
16,11,گردد؟,0.0019951302981985105
17,11,مرحبای,0.001953947388743588
18,11,دارد؟,0.001924038785306517
19,11,نگنجم,0.001894847953902711
20,11,نالم؟,0.001876958280211974
21,11,نمی‌یابم,0.0018673658479365653
22,11,و,0.0018004533987661102
23,11,می‌کاهد,0.0017715322574380183
24,11,که,0.0017548359685800052
25,11,رفتم,0.001747594501612721
26,11,داشتمی؟,0.0016793591239194596
27,11,بود؟,0.001658904001118775
28,11,دریغا،,0.0016428579640493132
29,11,دلداری،,0.0016146683442155856
30,11,ناظرم,0.0015843427934424264
31,11,من,0.0015830155761124712
32,11,سرمستی،,0.0015699921145909653
33,11,بینم؟,0.0015584343145446946
34,11,نیابد,0.0015466157535988531
35,11,می‌چکانی,0.001546522773354026
36,11,وارهم,0.0015343373097918278
37,11,نتوان,0.0014631264653409486
38,11,شاد؟,0.001445557099373595
39,11,کردی؟,0.0014185727713269447
40,11,چه,0.0014062912100471768
41,11,بگشایی؟,0.0014025422064122867
42,11,بنما،,0.0013960979077501828
43,11,ندارد؟,0.0013873003327262848
44,11,آ،,0.0013758650626678117
45,11,باری؟,0.0013705250671825619
46,11,سوکوار,0.001351982628692188
47,11,تنگش,0.0013458684939591126
48,11,بی‌نور,0.0013432340912324515
49,11,فزای,0.0013410815814790277
50,11,بی‌کس,0.0013390936337411084
51,11,شیدا،,0.001333534102693476
52,11,مرا,0.0013084062497945607
53,11,حدیث،,0.0013053612004770225
54,11,جانگداز,0.0013033283127913545
55,11,زیراک:,0.00129521626298757
56,11,نماید؟,0.001293732522961997
57,11,به,0.0012924837420342057
58,11,ز,0.001276907018183415
59,11,بارگیم,0.0012727440530561384
60,11,شیفتگی,0.0012716627191845214
61,11,دایم،,0.0012682757468713039
62,11,چپ,0.0012633542447435888
63,11,هجران،,0.0012623224924955179
64,11,گلزار؟,0.0012605772577903062
65,11,انگیخت؟,0.0012572274794679682
66,11,دل,0.0012559413375777728
67,11,تمنی,0.001235825388693385
68,11,ساقی،,0.001232126678945905
69,11,در,0.0012197778028486374
70,11,نگوید:,0.0012172387923868155
71,11,بنمای،,0.0012154548708574054
72,11,جان,0.001187149759862422
73,11,کو؟,0.0011869743692534266
74,11,نگنجد,0.0011693668353223825
75,11,فلان،,0.0011587136157677328
76,11,آخر؟,0.0011536626543745636
77,11,درگه,0.0011532093905017669
78,11,تو,0.0011499735236434206
79,11,نگزینم،,0.0011466670722422264
80,11,بلبل‌آسا,0.0011416458952148148
81,11,چون,0.0011347738783773168
82,11,کشتگانت,0.0011254064465319883
83,11,تا,0.001123695131341668
84,11,بی‌زبانی،,0.001121967852558684
85,11,آمدمی,0.0011162839780479421
86,11,تو،,0.0011151389286792363
87,11,کرد؟,0.0011018244921472188
88,11,گیرم؟,0.0010950022724004096
89,11,افتاد؟,0.0010887288669326942
90,11,وآندم,0.00108853103040691
91,11,مانم؟,0.0010861839468939954
92,11,بر,0.0010848978547785193
93,11,عراقی؟,0.0010832575716298249
94,11,بنشینم؟,0.0010750920483205023
95,11,باری،,0.0010672742694499962
96,11,منتظرم،,0.001062045504315383
97,11,خرابیی,0.0010614411783285334
98,11,ما,0.0010588412064239205
99,11,واله,0.0010498779227156715
100,11,یافت؟,0.0010460042703514412
101,11,هجرت,0.0010433155084693076
102,11,بموییم,0.0010417581422884653
103,11,جانا،,0.001039528195010738
104,11,می‌پرس,0.0010360533230385435
105,11,از,0.001030753580596934
106,11,او,0.0010298339794073336
107,11,همزانوی,0.0010268848061948813
108,11,باز؟,0.0010229016007119647
109,11,مرا:,0.0010195085709798252
110,11,پویی؟,0.0010185913376904805
111,11,یاری؟,0.0010156875977779553
112,11,مرگ,0.0010077349341136611
113,11,خوشستی,0.0010045441953406942
114,11,جانی؟,0.0010034902121398186
115,11,توام،,0.0009929248015175974
116,11,شکر,0.0009847406037799189
117,11,را,0.0009825231251187963
118,11,نکردی,0.0009804697830017993
119,11,غوغا,0.0009798632034167165
120,11,گیریش,0.0009691123466770746
121,11,کامیدوار,0.0009668581502845313
122,11,دست,0.0009662402385467787
123,11,آرزویت,0.0009611303773522204
124,11,دان,0.000960661202926626
125,11,بازد،,0.0009601033347488535
126,11,درت,0.0009582858601135122
127,11,عشق,0.0009564383699722273
128,11,بگیر،,0.0009525117064873357
129,11,کاشکی,0.0009497894120963499
130,11,یافتمی,0.0009491694845097285
131,11,روزگارم؟,0.0009477310838876326
132,11,اوییم,0.0009446924650305948
133,11,می‌خروشیم,0.0009407480715588906
134,11,بامن،,0.0009378573327852966
135,11,آزرمم,0.0009368526760296384
136,11,لابه،,0.0009342437883309841
137,11,وآن,0.0009340826699727649
138,11,چو,0.0009319967333588473
139,11,تاخت،,0.0009294947843821747
140,11,چشم,0.0009270061012602285
141,11,شکسته,0.0009234003460638995
142,11,سر,0.0009191504324698372
143,11,دگریش,0.0009186715770412593
144,11,کاندر,0.0009100766514432938
145,11,نهی؟,0.0009096631405801734
146,11,مراد،,0.0009090655332287991
147,11,غم,0.0009073991210625713
148,11,آرزوی,0.0009002275189942811
149,11,گرفتم,0.0008999406683116906
150,11,افتادی،,0.0008993090695367944
151,11,رازی،,0.0008986027641674097
152,11,بگذرم؟,0.0008970797626566986
153,11,در،,0.0008970144313374074
154,11,شستمی,0.0008848541795660476
155,11,نزادی،,0.0008843928406671532
156,11,دامانم,0.0008784200561363673
157,11,بینی,0.0008760959995722426
158,11,دریغا,0.0008714112571292439
159,11,لب,0.0008704310185386101
160,11,لطف,0.0008695874329809876
161,11,امیدواری؟,0.0008692211587213132
162,11,حاصل؟,0.0008680860226340485
163,11,بی‌عراقی,0.0008652735411403564
164,11,سنجد؟,0.0008644809386442265
165,11,ننموده‌ای,0.0008644241980126603
166,11,چبود؟,0.0008631321146027291
167,11,توانستمی,0.0008595158149209438
168,11,یار,0.000858949248060171
169,11,نهاد,0.0008563973653519059
170,11,داریم؟,0.0008563099422355253
171,11,کاوفتاد,0.0008527697689501994
172,11,خیالت,0.0008486957688966727
173,11,خرم،,0.0008481063465215036
174,11,خواهد؟,0.0008461450240275131
175,11,اویی,0.0008446590499139685
176,11,بهره‌ات,0.0008377183210719187
177,11,باشی؟,0.00083685222146307
178,11,کیسه‌بری,0.0008348962869880175
179,11,خود,0.0008305665977541585
180,11,نیک،,0.0008284808651086811
181,11,انداخت؟,0.0008276133694164536
182,11,پریدمی,0.0008189125691687497
183,11,قفسی؟,0.0008110575952715488
184,11,آرد؟ویرانه‌ای,0.0008100471743688172
185,11,می‌دارمت,0.0008056576370624848
186,11,طنز:,0.0008043764209790707
187,11,ثعبانی,0.0008027770683119995
188,11,کز,0.0008007142610262967
189,11,این,0.0008002134308292322
190,11,دلم,0.0007938361286743759
191,11,جهان,0.0007912522953958777
192,11,یک‌بارگی,0.0007845303198297247
193,11,بی‌داروی,0.0007834940962624217
194,11,غمت,0.0007801513652749205
195,11,جایگایی,0.0007755569822501901
196,11,رخ,0.0007743634257102096
197,11,دهدت،,0.0007738389243413865
198,11,بسیاری,0.0007706158894950502
199,11,نهاده,0.0007699731928193293
200,11,تو؟,0.0007692575606866462
201,11,فراقش,0.0007688423528146945
202,11,خوش,0.0007683322822807166
203,11,برآید؟,0.0007682557307914333
204,11,می‌گریم,0.0007626503388999717
205,11,فگنیم,0.0007626052348114346
206,11,می‌برآیدم,0.0007624870648580745
207,11,داند؟,0.0007621131202813877
208,11,باقی؟,0.0007561697958837886
209,11,فریادم،,0.0007553409105427231
210,11,نیست:,0.0007539162193370042
211,11,مشناس,0.0007503225611538507
212,11,نگارا،,0.0007486118625122568
213,11,توان؟,0.0007470565127354839
214,11,کار,0.0007470354349363782
215,11,درین,0.0007460468697379802
216,11,ای,0.0007405127142443238
217,11,شوخت،,0.0007389587674543281
218,11,هویی,0.0007365579678407681
219,11,است,0.0007362635041705218
220,11,بی‌دلانت,0.0007332454392053118
221,11,بکند،,0.0007326201002507193
222,11,پاید؟,0.000731047970263864
223,11,جمال،,0.0007288898867613938
224,11,موافق،,0.0007288177276958981
225,11,لعل,0.0007279165140224793
226,11,فمالی,0.0007276425664315925
227,11,حالات,0.0007258809611621237
228,11,دل،,0.0007242316832363229
229,11,نیست,0.0007223050423668569
230,11,آن,0.0007214624459104546
231,11,مگر,0.0007198585387295394
232,11,گشادند,0.0007177374852017336
233,11,عقال,0.0007154370345029175
234,11,مدارش،,0.0007150357904353216
235,11,درصد,0.0007149136095118085
236,11,نظارگی،,0.0007127787072377144
237,11,هر,0.0007122390791731124
238,11,بخشای,0.0007104935631203534
239,11,دروییم,0.0007095368799707601
240,11,بی‌ضیا,0.0007074547355248105
241,11,ساقیا،,0.0007066831938885718
242,11,زخمه،,0.0007043887009476864
243,11,دودی؟,0.0007039971715403559
244,11,هویدایی,0.0007013192518364041
245,11,دلدارم,0.000699926584701008
246,11,محمود؟,0.0006999205931760952
247,11,ده،,0.0006996400513905403
248,11,خاک,0.0006995281901327923
249,11,کبابم؟,0.0006962952389452752
250,11,مردن؟,0.0006962822835392829
251,11,شغبی,0.0006956737660459929
252,11,اسپرده,0.0006952649841170999
253,11,کالبدم,0.0006917581299399603
254,11,ابروان,0.0006904252966921381
255,11,گلشن؟,0.0006889530280144969
256,11,خلد،,0.0006880098895757486
257,11,دلی؟,0.0006874668125011504
258,11,دانم؟,0.0006861094652858556
259,11,جانی,0.0006854220996786231
260,11,مصفاست,0.0006850520503478583
261,11,پرستی؟,0.0006850113988286703
262,11,بمانم؟,0.000684806613196447
263,11,دشوارم,0.000683657453946179
264,11,پرس:,0.0006730061989089735
265,11,ناکام،,0.0006701644980609989
266,11,حال,0.0006693498496157974
267,11,تفتیده,0.0006672204125277398
268,11,ناپدیدم,0.000666527940326365
269,11,سودایی,0.0006660436890165994
270,11,آخر:,0.0006653090271291226
271,11,بیایم،,0.0006639862072662911
272,11,می‌بین،,0.0006634737503386856
273,11,یکباری,0.0006631690114592939
274,11,سخنانند,0.0006606516174336018
275,11,سوکوار،,0.0006603262784941304
276,11,خوار،,0.0006602313907721529
277,11,راحت‌های,0.000658705410654653
278,11,کرده‌ای؟,0.0006584232092463815
279,11,کمترک,0.0006564978688442605
280,11,عشاق,0.0006532415067391259
281,11,دوست‌ترت,0.0006527110869113545
282,11,شیداست؟,0.000651880100998069
283,11,لحظه!,0.0006515598821831147
